Timestamp,Email Address,Experience Level,Architecture Complexity,Performance Issues,Scalability Issues,Compatibility Issues,Budget Constraints,Schedule Constraints,Scope Constraints,Resource Constraints,Market Changes,Competition,Regulatory Requirements,Skill Gaps,Turnover,Team Communication Issues
06/28/2024 23:51:25,barnesbrian@example.org,Advanced (6+ years),Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
01/10/2024 05:46:58,pharper@example.com,Advanced (6+ years),No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
01/11/2024 23:17:55,gardnerjames@example.com,Intermediate (3-5 years),Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
04/03/2024 18:51:35,areid@example.org,Beginner (0-2 years),Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No
07/01/2024 07:41:11,timothyyang@example.org,Advanced (6+ years),Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
06/03/2024 19:03:59,anthonycole@example.org,Beginner (0-2 years),No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
02/24/2024 07:26:08,rhopkins@example.org,Advanced (6+ years),Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
01/05/2024 08:26:13,kevin12@example.net,Beginner (0-2 years),No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
02/16/2024 07:30:58,scotthayes@example.net,Advanced (6+ years),Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
04/17/2024 12:03:51,hcastro@example.org,Intermediate (3-5 years),Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
03/23/2024 11:38:22,sean38@example.com,Advanced (6+ years),Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
05/27/2024 07:22:29,rodriguezkeith@example.org,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
07/01/2024 14:05:47,carrievasquez@example.org,Beginner (0-2 years),No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No
06/28/2024 22:24:02,wmitchell@example.net,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
04/07/2024 23:42:08,shepardjoseph@example.org,Intermediate (3-5 years),Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
05/16/2024 23:35:33,nphillips@example.com,Advanced (6+ years),No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
07/08/2024 10:16:56,jerome81@example.org,Advanced (6+ years),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
03/08/2024 08:49:41,bergersamantha@example.net,Beginner (0-2 years),No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
07/18/2024 11:27:58,benjamin94@example.net,Intermediate (3-5 years),No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
01/12/2024 11:22:33,josephsimmons@example.net,Beginner (0-2 years),Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
04/22/2024 23:43:09,jonespaul@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes
02/07/2024 10:58:36,zgarcia@example.org,Beginner (0-2 years),No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
03/23/2024 11:47:59,whatfield@example.com,Advanced (6+ years),No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No
01/18/2024 14:01:13,martha12@example.com,Beginner (0-2 years),No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
01/29/2024 12:43:00,melissa40@example.net,Intermediate (3-5 years),No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No
05/12/2024 15:02:36,tadams@example.net,Beginner (0-2 years),No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
03/14/2024 07:40:57,michael50@example.com,Advanced (6+ years),No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
03/19/2024 18:36:14,tammy63@example.net,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
04/02/2024 12:48:29,elizabethgray@example.com,Beginner (0-2 years),No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
05/01/2024 05:36:24,abond@example.com,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
01/14/2024 12:22:56,michaelnunez@example.com,Advanced (6+ years),No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No
05/15/2024 19:13:34,christine36@example.com,Beginner (0-2 years),Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes
04/06/2024 05:41:52,jennifer57@example.com,Beginner (0-2 years),Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
06/09/2024 15:42:30,rshepherd@example.com,Beginner (0-2 years),No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
05/12/2024 14:59:56,bergerchristopher@example.com,Advanced (6+ years),No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
04/13/2024 01:07:20,villarrealdanny@example.net,Intermediate (3-5 years),Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
07/26/2024 08:39:54,gwilson@example.org,Beginner (0-2 years),Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
06/25/2024 02:52:34,ashley32@example.net,Beginner (0-2 years),No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
04/03/2024 09:20:50,scottmclean@example.net,Beginner (0-2 years),No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
02/26/2024 05:18:52,jasminjackson@example.com,Beginner (0-2 years),No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
01/16/2024 08:29:18,yolanda42@example.org,Intermediate (3-5 years),No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
01/03/2024 14:03:53,gregorytorres@example.net,Advanced (6+ years),Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
05/25/2024 00:15:39,christopherdavid@example.org,Advanced (6+ years),Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
05/04/2024 09:47:54,vbrown@example.org,Intermediate (3-5 years),Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
04/04/2024 22:32:53,halljuan@example.org,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
03/20/2024 03:29:49,porterjanet@example.net,Intermediate (3-5 years),Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
06/21/2024 08:56:49,zjackson@example.org,Intermediate (3-5 years),Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
07/05/2024 02:36:11,lmitchell@example.com,Intermediate (3-5 years),Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
01/20/2024 01:26:03,smorgan@example.net,Intermediate (3-5 years),No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
02/25/2024 00:06:34,veronica73@example.net,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No
07/08/2024 00:16:27,kaitlynarnold@example.net,Intermediate (3-5 years),No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No
03/05/2024 08:30:12,nlynn@example.com,Advanced (6+ years),No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
01/16/2024 19:29:11,allisondudley@example.net,Advanced (6+ years),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
01/14/2024 17:50:40,balljessica@example.net,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
06/03/2024 20:04:15,emily58@example.net,Intermediate (3-5 years),No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
05/09/2024 12:30:19,rothjoseph@example.org,Intermediate (3-5 years),Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No
04/08/2024 01:23:13,nataliemiller@example.net,Advanced (6+ years),Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes
05/05/2024 22:18:15,melissa80@example.com,Beginner (0-2 years),Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
05/28/2024 00:16:24,laurawilliams@example.org,Beginner (0-2 years),Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
04/05/2024 05:48:47,ubanks@example.net,Beginner (0-2 years),No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
05/30/2024 13:11:47,rcarey@example.org,Intermediate (3-5 years),No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No
06/21/2024 19:09:44,stephanie83@example.net,Beginner (0-2 years),No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
05/09/2024 13:23:44,rogerfitzgerald@example.com,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
04/25/2024 21:44:00,abigail06@example.com,Beginner (0-2 years),Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No
08/01/2024 20:30:00,anne52@example.org,Advanced (6+ years),No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
03/16/2024 17:08:04,jarviseric@example.com,Advanced (6+ years),Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
05/30/2024 11:58:58,stokesbarbara@example.org,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No
06/12/2024 12:50:43,kdixon@example.net,Beginner (0-2 years),Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
02/07/2024 03:53:26,franklindebra@example.org,Beginner (0-2 years),No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
06/30/2024 01:31:14,harrissarah@example.com,Beginner (0-2 years),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
04/27/2024 22:32:46,kaylapetersen@example.com,Beginner (0-2 years),Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
04/09/2024 23:18:13,hayesjill@example.org,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
04/02/2024 00:36:03,lvaldez@example.com,Advanced (6+ years),Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
06/29/2024 06:10:17,haasdaniel@example.org,Intermediate (3-5 years),Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes
04/13/2024 16:58:44,cookaustin@example.org,Beginner (0-2 years),Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
01/25/2024 19:25:19,alvarezmadison@example.com,Advanced (6+ years),Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
02/06/2024 23:53:28,matthewgilbert@example.net,Beginner (0-2 years),Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No
07/29/2024 05:57:25,jonathan60@example.org,Advanced (6+ years),Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No
06/08/2024 15:40:21,heather64@example.net,Intermediate (3-5 years),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes
05/18/2024 21:22:30,kimberlylopez@example.com,Beginner (0-2 years),No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
07/30/2024 20:20:56,colemichael@example.net,Beginner (0-2 years),No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
04/18/2024 09:16:39,ppayne@example.net,Advanced (6+ years),No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes
02/23/2024 02:08:54,michaelmartinez@example.net,Intermediate (3-5 years),No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
07/01/2024 12:53:38,raymond19@example.org,Advanced (6+ years),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
01/20/2024 04:51:06,danielle38@example.org,Advanced (6+ years),No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
01/03/2024 03:53:02,colemercado@example.net,Intermediate (3-5 years),No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
07/09/2024 20:49:04,armstrongdaryl@example.net,Beginner (0-2 years),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
07/09/2024 00:20:38,debraphillips@example.org,Beginner (0-2 years),No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
05/06/2024 05:30:24,richard30@example.net,Advanced (6+ years),No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
07/24/2024 23:22:35,lindarobles@example.net,Intermediate (3-5 years),Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
01/03/2024 01:10:23,victoria62@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
02/12/2024 11:50:26,pandersen@example.net,Beginner (0-2 years),No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No
01/31/2024 16:57:57,markbaker@example.net,Beginner (0-2 years),Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes
05/04/2024 04:30:56,christophermonroe@example.com,Advanced (6+ years),Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
07/10/2024 12:33:36,angel83@example.org,Beginner (0-2 years),Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
07/30/2024 12:11:34,maryarcher@example.com,Intermediate (3-5 years),Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No
03/23/2024 06:50:07,cody78@example.com,Advanced (6+ years),No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
01/14/2024 13:48:02,troy14@example.net,Advanced (6+ years),No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
05/18/2024 08:55:13,miranda62@example.net,Intermediate (3-5 years),No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
06/19/2024 22:56:35,paul19@example.org,Beginner (0-2 years),Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
02/04/2024 13:45:53,audrey69@example.net,Beginner (0-2 years),No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
02/13/2024 02:12:44,msoto@example.org,Intermediate (3-5 years),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
01/30/2024 21:20:07,michelle12@example.org,Beginner (0-2 years),No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes
05/19/2024 21:53:01,joannemayo@example.org,Beginner (0-2 years),Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No
01/28/2024 05:54:49,bryantjessica@example.org,Advanced (6+ years),No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
01/13/2024 18:20:21,yvonne72@example.com,Beginner (0-2 years),No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
01/28/2024 05:37:30,brianjimenez@example.org,Beginner (0-2 years),Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
03/02/2024 17:51:36,beckjennifer@example.net,Intermediate (3-5 years),Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
03/04/2024 17:45:03,mdawson@example.org,Intermediate (3-5 years),Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
07/13/2024 04:44:36,sydney26@example.net,Intermediate (3-5 years),No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
07/26/2024 10:58:14,alee@example.net,Intermediate (3-5 years),No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
02/16/2024 23:17:39,andreabailey@example.com,Intermediate (3-5 years),Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
04/13/2024 05:42:16,benjamin10@example.org,Intermediate (3-5 years),Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
06/07/2024 18:19:50,ashleybird@example.net,Advanced (6+ years),Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes
02/01/2024 04:03:23,welchmikayla@example.org,Beginner (0-2 years),Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
05/06/2024 00:57:29,avilalance@example.com,Advanced (6+ years),No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
03/08/2024 12:46:12,salinascassandra@example.net,Beginner (0-2 years),Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
01/11/2024 05:13:47,umorris@example.com,Intermediate (3-5 years),Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
04/15/2024 23:27:13,crystal94@example.net,Beginner (0-2 years),No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
02/12/2024 06:21:19,craigdebbie@example.com,Advanced (6+ years),No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No
05/15/2024 19:53:29,ogardner@example.org,Beginner (0-2 years),Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes
05/31/2024 06:50:00,csimon@example.net,Beginner (0-2 years),No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
07/11/2024 13:14:31,baileycatherine@example.com,Intermediate (3-5 years),Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
05/30/2024 05:59:04,frankthomas@example.com,Advanced (6+ years),No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
07/21/2024 17:56:46,shawkatrina@example.net,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
03/28/2024 20:24:03,jmckenzie@example.com,Intermediate (3-5 years),Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
06/13/2024 14:32:04,aguirretimothy@example.com,Intermediate (3-5 years),No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
03/27/2024 09:42:00,veronica16@example.org,Beginner (0-2 years),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
07/29/2024 09:52:28,amanda17@example.net,Beginner (0-2 years),Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
07/22/2024 02:18:53,rachelfernandez@example.net,Advanced (6+ years),No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
01/20/2024 14:13:23,snyderkristin@example.net,Beginner (0-2 years),No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes
06/16/2024 09:24:50,rcontreras@example.com,Beginner (0-2 years),Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
04/01/2024 09:52:20,xsolis@example.org,Advanced (6+ years),No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
05/05/2024 05:59:43,erica06@example.org,Intermediate (3-5 years),No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
05/25/2024 18:28:28,kingvirginia@example.com,Advanced (6+ years),No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
05/01/2024 03:24:28,ihughes@example.com,Advanced (6+ years),Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes
02/25/2024 21:35:06,nhenry@example.net,Beginner (0-2 years),No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No
01/08/2024 21:06:34,khancock@example.net,Advanced (6+ years),No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes
05/03/2024 23:53:36,mmalone@example.net,Advanced (6+ years),Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
07/20/2024 01:11:04,edwardwatson@example.net,Beginner (0-2 years),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes
02/29/2024 17:51:11,karen73@example.net,Advanced (6+ years),Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
03/16/2024 04:47:14,andrewatkins@example.org,Intermediate (3-5 years),Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
05/24/2024 10:43:58,stoutelizabeth@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
07/08/2024 16:59:27,alexissanchez@example.com,Intermediate (3-5 years),Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes
04/19/2024 23:44:10,gcooper@example.net,Advanced (6+ years),No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
03/24/2024 03:27:39,juan32@example.net,Intermediate (3-5 years),Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
01/07/2024 09:12:23,rcantrell@example.com,Intermediate (3-5 years),Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
07/20/2024 13:47:26,byrdkathleen@example.org,Beginner (0-2 years),Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
01/30/2024 05:19:51,bjackson@example.net,Intermediate (3-5 years),No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
07/29/2024 04:49:23,jessicaobrien@example.com,Intermediate (3-5 years),Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
07/07/2024 17:07:39,rachelwilliams@example.com,Intermediate (3-5 years),Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
05/29/2024 05:52:20,amanda65@example.com,Advanced (6+ years),Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
04/16/2024 11:57:03,francolisa@example.org,Beginner (0-2 years),Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes
03/18/2024 06:18:19,lisawilkinson@example.net,Intermediate (3-5 years),Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes
02/06/2024 08:08:26,erinfrench@example.com,Intermediate (3-5 years),Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
05/06/2024 13:02:09,adamsjennifer@example.net,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
05/26/2024 02:34:51,miranda89@example.net,Intermediate (3-5 years),Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes
06/12/2024 12:09:12,johnfoster@example.com,Advanced (6+ years),Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No
03/30/2024 14:13:53,joshuabradley@example.net,Beginner (0-2 years),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
01/02/2024 07:22:45,gillkelli@example.com,Intermediate (3-5 years),Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
02/12/2024 01:10:24,lindsay55@example.com,Advanced (6+ years),Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
03/14/2024 13:13:28,connieshea@example.net,Intermediate (3-5 years),No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No
03/18/2024 07:54:27,kevin49@example.org,Advanced (6+ years),No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
06/17/2024 23:58:42,iherrera@example.com,Intermediate (3-5 years),Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
03/03/2024 12:48:46,uhunt@example.org,Advanced (6+ years),No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes
04/19/2024 08:03:52,nicholas26@example.com,Intermediate (3-5 years),No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
04/22/2024 15:41:56,melissaford@example.com,Advanced (6+ years),No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No
03/11/2024 09:35:39,sarahcampbell@example.org,Advanced (6+ years),Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No
06/29/2024 09:28:19,alyssa40@example.net,Advanced (6+ years),No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No
03/18/2024 15:40:16,bentontimothy@example.org,Advanced (6+ years),No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
04/18/2024 05:03:48,qperez@example.net,Beginner (0-2 years),Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
05/15/2024 14:19:46,laurenvega@example.com,Advanced (6+ years),No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
06/18/2024 17:58:16,alyssa14@example.org,Advanced (6+ years),No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No
02/09/2024 05:51:20,cassandra35@example.net,Advanced (6+ years),No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No
04/06/2024 21:13:29,toddsmith@example.net,Advanced (6+ years),No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
04/24/2024 12:32:11,alexanderalyssa@example.com,Beginner (0-2 years),Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No
06/29/2024 06:31:54,saundersjennifer@example.org,Intermediate (3-5 years),No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
05/09/2024 00:02:51,tammyjenkins@example.com,Beginner (0-2 years),Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
06/23/2024 02:28:20,laurengonzalez@example.net,Advanced (6+ years),No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No
06/22/2024 15:02:00,jonessarah@example.com,Beginner (0-2 years),No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
05/04/2024 17:07:52,ashleybond@example.com,Beginner (0-2 years),No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
07/08/2024 23:39:07,thomas95@example.net,Advanced (6+ years),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
05/27/2024 10:11:33,browntim@example.net,Intermediate (3-5 years),No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
01/10/2024 23:40:26,jennifer87@example.net,Advanced (6+ years),Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
